,name,stars,rating,reviews_count,has_free_wifi,gallery_images_count,address,start_year,good_district
439,Отель Кортъярд Марриотт Москва Павелецкая,3,8.7,1136,True,17,"Улица Кожевническая 8 стр. 3, Замоскворечье, Москва, Россия",2011,False
440,Апартаменты Cosy Belorusskaya 2,,8.5,24,True,27,"2 Лесной переулок 10, Тверской, Москва, Россия",2014,True
441,Отель Crossroads,3,8.2,704,True,47,"Космодамианская Набережная 32/34, Замоскворечье, Москва, Россия",2014,False
442,Crowne Plaza Moscow World Trade Centre,5,8.6,4175,True,31,"Краснопресненская Набережная 12, Пресненский, Москва, Россия",2013,False
443,Д-Отель Тверская ,3,8.2,683,True,34,"Улица Тверская 5/6 (вход с Никитского переулка), Тверской, Москва, Россия",2014,True
444,Мини Отель Старая Москва,3,8.4,536,True,83,"Улица Маросейка 9/2 Строение 8; дом 13 строение 1; дом 13 строение 2, Басманный, Москва, Россия",2012,True
445,Руссо Балт Отель,5,9.0,260,True,26,"Гоголевский Бульвар 31 стр 1, Арбат, Москва, Россия",2012,True
446,Оркестра Коломенское,,7.5,178,True,82,"Prospect Andropova 38 Bld 2, Москва, Россия",2013,False
447,Апартаменты DailyRooms на Белорусской,,,,True,34,"Грузинский Вал 18/15, Пресненский, Москва, Россия",2016,True
448,1931200 Апартаменты DailyRooms на Краснопресненской ,,9.9,12,True,51,"Дружинниковская 11А, Пресненский, Москва, Россия",2016,True
449,Апартаменты DailyRooms на Октябрьской,,,,True,27,"Ленинский Проспект 3, Якиманка, Москва, Россия",2016,False
450,Daily Rooms Apartment 200 meters to Bolshoy Theatre,,,,True,24,"ulitsa Bolshaya Dmitrovka, 7/5, с3, Тверской, Москва, Россия",2017,True
451,Daily Rooms Apartment at Bolshaya Dmitrovka,,,,True,50,"ulitsa Bolshaya Dmitrovka, 21/7, Тверской, Москва, Россия",2017,True
452,Daily Rooms Apartment at Tverskaya near Kremlin,,,,True,65,"Kozitskiy pereulok 1A, Тверской, Москва, Россия",2017,True
453,Апартаменты DailyRooms на Полянке ,,9.2,6,True,55,"Бродников Переулок 10к2 , Якиманка, Москва, Россия",2016,False
454,Апартаменты DailyRooms на Якиманке,,,,True,27,"Большая Якиманка 52, Якиманка, Москва, Россия",2016,False
455,Апартаменты  Daily Rooms на Смоленской ,,9.7,9,True,37,"Первый Смоленский переулок 24, Арбат, Москва, Россия",2016,True
456,Гостиница Даниловская,3,8.1,679,True,39,"Большой Староданиловский переулок 5, Даниловский, Москва, Россия",2010,False
457,Отель Луч,2,7.9,110,True,44,"1-я Владимирская улица 10 Д, Москва, Россия",2012,False
458,Гостиница Москомспорта,3,7.7,72,True,28,"Кировоградская улица 21 Корпус 1, Москва, Россия",2012,False
459,Гостиница Озерковская,3,8.8,568,True,46,"Озерковская Набережная 50/2, Замоскворечье, Москва, Россия",2014,False
460,Гостиница Ананас,,7.9,210,True,65,"Улица Барклая 13/1, Филевский парк, Москва, Россия",2013,False
461,Отель Антик,3,9.1,312,True,34,"Улица Климашкина 9, Пресненский, Москва, Россия",2012,True
462,Отель Космея,2,8.4,302,True,37,"Улица Самотечная 5, Тверской, Москва, Россия",2012,True
463,Дом на Маяковке ,,8.2,1882,True,239,"Благовещенский переулок 1а, Пресненский, Москва, Россия",2012,True
464,Бутик-отель Усадьба Хлебникова,3,7.7,154,True,46,"Улица Верхняя Радищевская 14, Таганский, Москва, Россия",2012,False
465,Отель Бригантина,2,7.6,114,True,33,"Академия Скрябина 8/3, Рязанский, Москва, Россия",2013,False
466,Гостиница Звездная ,3,6.8,689,True,75,"Улица Аргуновская 2 корпус 1 , Останкинский, Москва, Россия",2011,False
467,Арена Москва,,6.3,62,True,124,"ул.10-летия Октября 11, Хамовники, Москва, Россия",2013,False
468,Серпуховской Двор,,8.7,335,True,42,"2-ой Рощинский проезд 8, Донской, Москва, Россия",2011,False
469,Дизайн Отель (Д'Отель) ,3,8.6,1069,True,53,"Улица Ярославская 8 стр.8, Алексеевский, Москва, Россия",2009,False
470,DeLuxe Apartments Klimentovsky,,,,True,50,"6 Klimentovskiy pereulok, Замоскворечье, Москва, Россия",2017,False
471,Делюкс Центр Tribeca Апартаменты ,,8.7,32,True,32,"Улица Нижняя Красносельская, 35/50, Басманный, Москва, Россия",2016,False
472,Гостиница Державная,3,8.9,1074,True,43,"Ярославская улица 8 Корп.2, Алексеевский, Москва, Россия",2012,False
473,Design Suites Krasnopresnenskaya,,,,True,31,"Волков Переулок 5, Пресненский, Москва, Россия",2014,True
474,Design Suites Новослободская,,,,True,67,"2-ой Щемиловский переулок 16/20, Тверской, Москва, Россия",2015,False
475,Денисовский Дворик,3,8.7,286,True,43,"ул. Бауманская 58/25 корп.8, Басманный, Москва, Россия",2014,False
476,Сити апартаменты Динамо,,8.9,101,True,46,"Ленинградский проспект 33а, Беговой, Москва, Россия",2013,False
477,Дизайнерские Апартаменты на Фрунзенской,,9.4,5,True,33,"Комсомольский проспект 27 стр. 5, Хамовники, Москва, Россия",2017,False
478,Дизайнерские апартаменты на Павелецкой,,9.1,66,True,26,"5-й Монетчиковский переулок, 13-29, Замоскворечье, Москва, Россия",2014,False
479,Отель Де Пари,4,9.1,1292,True,49,"Улица Большая Бронная 23 стр.3, Пресненский, Москва, Россия",2012,True
480,Dom na Begovoi Alie Parusa,,,,True,45,"Хорошевское шоссе 16с1, Хорошевский, Москва, Россия",2016,False
481,Dom Na Begovoy,,8.9,34,True,26,"Khoroshevskoye Shosse, 12, bld. 1, Хорошевский, Москва, Россия",2015,False
482,Apartment on Khoroshevskoe,,,,True,10,"Хорошевское шосcе, д.16, корп.1, кв.214, Хорошевский, Москва, Россия",2016,False
483,Dom na Maakovskoi,,9.8,8,True,32,"16 Staropimenovskiy pereulok, Тверской, Москва, Россия",2017,True
484,Домуметро на Белорусской,,7.7,52,True,24,"улица Верхняя дом 3 к.1, Беговой, Москва, Россия",2015,True
485,Домуметро на Коньково,,8.3,46,True,31,"улица Профсоюзная 107, Москва, Россия",2015,False
486,Domumetro na Medvedkovo,,7.6,30,True,26,"Studenyi Proezd 22 bld 2, Москва, Россия",2015,False
487,Domumetro na Novatorov,,8.1,34,True,23,"Ulitsa Novatorov 40 Bldg. 3, Москва, Россия",2016,False
488,Dorogomilovskya 11,,8.0,5,True,33,"11 Bolshaya Dorogomilovskaya ulitsa, Дорогомилово, Москва, Россия",2017,True
489,DoubleTree by Hilton Moscow – Marina,4,9.2,1684,True,56,"Ленинградское шоссе 39 Стр 1, Войковский, Москва, Россия",2014,False
490,Dream House Novy Arbat,,,,True,31,"30/9 ulitsa Novyy Arbat, Арбат, Москва, Россия",2017,True
491,Dream House Studio Novy Arbat,,,,True,28,"15 Novinskiy bulvar, Пресненский, Москва, Россия",2017,True
492,"Dvukhkomnatnaia kvartira ,3 krovati ,Chiertanovskaia",,,,True,23,"Moskva, ul.Varshavskoie shossie, 108 1, Москва, Россия",2017,False
493,Апартаменты у метро Сокольники,,,,True,31,"2я Сокольническая ул. 4, Сокольники, Москва, Россия",2017,False
494,Отель East-West ,,6.7,222,True,14,"Тверской бульвар 14/4, Пресненский, Москва, Россия",2011,True
495,Отель Экотель,2,8.0,121,True,51,"улица Большая Полянка 43 строение 2, Якиманка, Москва, Россия",2017,False
496,Эдельвейс,,,,True,18,"Вертолетчиков 9к1 3 этаж, Москва, Россия",2017,False
497,Ель Хостел и Кофейня,,8.3,877,True,48,"Чистопрудный бульвар 21, Басманный, Москва, Россия",2016,True
498,Elegy,,7.1,8,True,13,"Volgogradskiy Prospekt 99,Bldg.4, Кузьминки, Москва, Россия",2015,False
499,Отель Элемент,3,8.3,816,True,50,"Улица Большая Никитская 24/1, стр. 5, Пресненский, Москва, Россия",2012,True
500,Отель Елоховский Сити,3,8.9,649,True,31,"улица Спартаковская дом 24, 3 этаж, Басманный, Москва, Россия",2015,False
501,Елоховский ,3,9.0,799,True,40,"Спартаковская Улица 24, Басманный, Москва, Россия",2014,False
502,EnjoyMoscow Pushkin & Red Square Apartments ,,8.1,149,True,138,"Район Улица Тверская, Тверской, Москва, Россия",2013,True
503,Отель Эрмитаж,4,7.2,1214,True,28,"Дурасовский переулок 7, Басманный, Москва, Россия",2011,True
504,Отель Юджин,,8.6,328,True,53,"Улица Фридриха Энгельса 20, Басманный, Москва, Россия",2011,False
505,Local Отель,,8.7,284,True,38,"Дмитровское шоссе 46 с1, Тимирязевский, Москва, Россия",2014,False
506,"Evro apartamienty 2 komnaty, Sukharievskaia, tsientr",,,,True,28,"pereulok Dokuchaev, Красносельский, Москва, Россия",2017,True
507,Apartments on Gasheka 11,,,,True,47,"ulitsa Gasheka 11, Пресненский, Москва, Россия",2017,True
508,Отель Экспотель ,3,8.3,489,True,42,"2-я Звенигородская улица 12, стр. 32, Пресненский, Москва, Россия",2015,False
509,Fabrika hostel gallery cafe,,8.6,425,True,49,"Bersenevsky Pereulok 5/3, Якиманка, Москва, Россия",2013,False
510,FD - Krasnoselskaya,,,,True,50,"12 Rusakovskaya ulitsa, Красносельский, Москва, Россия",2017,False
511,Fili House Hotel,3,8.3,992,True,32,"ул. Тучковская, 11, корпус 2, Филевский парк, Москва, Россия",2016,False
512,Apartment Druzhinnikovskaya,,,,True,33,"Druzhinnikovskaya ul. 11a, Пресненский, Москва, Россия",2017,True
513,Апартаменты на Серафимовича,,8.2,15,True,31,"Улица Серафимовича, 2, Якиманка, Москва, Россия",2016,True
514,Flatio Люсиновская улица 436,,8.5,28,True,36,"Люсиновская улица 48 корп 50, Замоскворечье, Москва, Россия",2014,False
515,Apartlux on Ploshchad Pobedy,,6.5,10,True,36,"Ulitsa Ploshchad Pobedy 1B, Дорогомилово, Москва, Россия",2013,False
516,Flatio on Bolshaiy Serpuhovskoy,,7.6,29,True,32,"Bolshaya Serpukhovskaya ul., 34к4, Замоскворечье, Москва, Россия",2015,False
517,Флатио на Калошином 2,,7.9,14,True,46,"Калошин переулок 6/8, Арбат, Москва, Россия",2015,True
518,Flatio Новый Арбат,,8.3,19,True,48,"Калошин переулок 6, Арбат, Москва, Россия",2013,True
519,Apartlux Мерзляковский переулок,,6.7,7,True,59,"Мерзляковский переулок 10, Пресненский, Москва, Россия",2013,True
520,Flatio on Prospekt Mira,,,,True,44,"91 prospekt Mira, Останкинский, Москва, Россия",2016,False
521,Flatio on Tverskaya street,,8.5,41,True,29,"Tverskaya 15, Тверской, Москва, Россия",2015,True
522,Flation Апартаменты Динамо ,,8.1,33,True,24,"Ленинградский проспект 33, Беговой, Москва, Россия",2014,False
523,Flatio Tverskaya 9,,7.6,10,True,37,"9 Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
524,Флигель Отель,3,8.0,795,True,34,"Армянский переулок, 3-5 строение 1, Басманный, Москва, Россия",2014,True
525,Hotel Florenciya,,8.1,112,True,45,"Ясеневая улица 41 а, Москва, Россия",2015,False
526,Florinn Hotel,,9.2,170,True,65," улица Тверская дом 12 строение 7 помещение 5, Тверской, Москва, Россия",2017,True
527,Апартаменты на Бакулева 6,,8.8,8,True,25,"Улица Бакулева, 6, Москва, Россия",2016,False
528,FortEstate Ленинский 79 к. 2,,9.7,9,True,17,"Ленинский проспект 79 к.2, Гагаринский, Москва, Россия",2016,False
529,FortEstate near metro Akademicheskaya,,,,True,20,"8 Novocheremushkinskaya ulitsa, Академический, Москва, Россия",2017,False
530,FortEstate Novatorov 4,,9.6,6,True,9,"Ulitsa Novatorov, 4 , Москва, Россия",2016,False
531,Фортис Отель Москва Дубровка,3,8.5,721,True,63,"Шарикоподшипниковская 11 стр.7, Москва, Россия",2016,False
532,Fortline Apartments Smolenskaya,,,,True,48,"Проточный переулок 4, Арбат, Москва, Россия",2013,True
533,Four Seasons Hotel Moscow,5,9.1,336,True,62,"Охотный Ряд 2, Тверской, Москва, Россия",2014,True
534,Four Squares Apartments на Белорусской,,8.1,10,True,36,"Район Белорусская, Пресненский, Москва, Россия",2011,True
535,Four Squares Paveletskaya Apartment,,7.3,7,True,30,"Paveletskaya ploshchad 3, Замоскворечье, Москва, Россия",2017,False
536,Four Squares Apartments Polyanka,,7.4,13,True,47,"Polyanka Street 28, Якиманка, Москва, Россия",2011,False
537,Four Squares Apartments на Смоленской ,,7.7,25,True,70,"Смоленская Площадь 13/21, Арбат, Москва, Россия",2011,True
538,Four Squares Apartments on Tverskaya,,8.4,287,True,173,"Район Улицы Тверская, Тверской, Москва, Россия",2011,True
539,Галерея Отель,3,7.5,271,True,29,"Улица Профсоюзная 4, Академический, Москва, Россия",2010,False
540,Галерея Вояж Отель,3,7.5,1518,True,28,"Автозаводская Улица 23 строение 16, Даниловский, Москва, Россия",2014,False
541,Галерея Авеню Отель ,3,8.3,1717,True,29,"улица Щепкина,  дом 32, строение 1, Мещанский, Москва, Россия",2013,True
542,Гранд Отель Белорусская ,,7.8,2052,True,33,"Улица Бутырский Вал 5, Тверской, Москва, Россия",2012,True
543,Отель Галерея Парк,3,8.2,1685,True,29,"Дербеневская ул.11А, стр.17, Даниловский, Москва, Россия",2011,False
544,Апарт-отель Garden Embassy,4,9.2,694,True,31,"Ботанический переулок 5, Мещанский, Москва, Россия",2015,True
545,"Гостиница ""Садовое кольцо""",4,9.1,2461,True,38,"Проспект Мира 14 здание 2 , Мещанский, Москва, Россия",2010,True
546,Гарсоньерка на Проспекте Мира,,,,True,51,"Orlovo-Davydovskiy pereulok, Мещанский, Москва, Россия",2017,True
547,Джентэльон Отель,4,8.1,304,True,25,"1-ая Брестская улица 38 стр. 1 , Тверской, Москва, Россия",2012,True
548,Gercena,,,,True,18,"1-й Боткинский проезд, 4, Беговой, Москва, Россия",2017,False
549,Гостиница Берлин,3,8.0,416,True,43,"Улица Малая Юшуньская 1 стр.2, Москва, Россия",2014,False
550,Hotel Olimp,2,8.5,457,True,56,"Dovatora Ulitsa, 13, Хамовники, Москва, Россия",2016,False
551,Гостиница Годунов,4,8.0,1275,True,46,"Нижний Кисельный переулок 4, Мещанский, Москва, Россия",2014,True
552,Gogol Apartment,,8.8,7,True,34,"Sivtsev Vrazhek Street, 4, Арбат, Москва, Россия",2014,True
553,Golden Apple Boutique Hotel ,5,7.8,1343,True,57,"Улица Малая Дмитровка 11, Тверской, Москва, Россия",2010,True
554,Отель Золотое кольцо,5,8.6,3475,True,29,"Смоленская ул.5, Хамовники, Москва, Россия",2009,True
555,Голден Румс Отель,,8.4,287,True,54,"ул.Николоямская, д.38/23, Таганский, Москва, Россия",2015,False
556,Gorod M Apartment on quite street near Novokuznetskaya,,,,True,25,"Bolshaya Tatarskaya ulitsa, Замоскворечье, Москва, Россия",2017,False
557,Gorod M One bedroom apartment on Paveletskaya,,,,True,31,"ulitsa Novokuznetskaya, Замоскворечье, Москва, Россия",2017,False
558,Gorod M Spacious apartment near Moscow Zoo,,,,True,21,"ulitsa Krasnaya Presnya 9, Пресненский, Москва, Россия",2017,True
559,Gorod M Two bedroom apartment just in front of Russian Foreign Office,,,,True,23,"Смоленская-Сенная, 27  стр.1, Хамовники, Москва, Россия",2017,True
560,Gorod M Upscale apartment on New Arbat,,,,True,26,"31/12 ulitsa Novyy Arbat, Арбат, Москва, Россия",2017,True
561,"GorodM apartment in one of famous ""Seven Sisters"" on Barrikadnaya",,,,True,33,"Kudrinskaya ploshchad', Пресненский, Москва, Россия",2017,True
562,GorodM Apartment near Moscow River,,,,True,24,"Nikolaeva ulitsa 1, Пресненский, Москва, Россия",2017,False
563,GorodM Apartment on Tsvetnoy boulevard,,,,True,37,"15 1-y Volkonskiy pereulok, Тверской, Москва, Россия",2017,True
564,GorodM Cozy apartment near Bulevard Ring,,,,True,29,"10 Kostyanskiy pereulok,, Красносельский, Москва, Россия",2017,True
565,GorodM Luxury apartment near Bolshoi and Red Square,,,,True,20,"2 Kamergerskiy pereulok, Тверской, Москва, Россия",2017,True
566,GorodM Spacious apartment in famous House on the Embankment,,,,True,13,"2 Serafimovicha ulitsa, Якиманка, Москва, Россия",2017,True
567,Гостевой дом на Парк Культуры,,,,True,6,"улица Тимура Фрунзе, 20, Хамовники, Москва, Россия",2017,False
568,Отель Богородское,3,8.9,333,True,55,"Ленинский Проспект 119А, Москва, Россия",2016,False
569,ЦСКА Отель,3,7.1,133,True,29,"Ленинградский проспект, д.39, стр. 77, Хорошевский, Москва, Россия",2015,False
570,Гостиница L&G,,,,True,39,"Улица Столетова 7, корп.1, Раменки, Москва, Россия",2017,False
571,Гостиница РАНХиГС,3,8.3,641,True,30,"Проспект Вернадского, 84, Москва, Россия",2015,False
572,Гостиница Русь,3,7.7,278,True,34,"Улица Докукина 6, Москва, Россия",2014,False
573,Гостиница Скаковая,,8.7,263,True,32,"Улица Скаковая 9, Беговой, Москва, Россия",2016,False
574,Отель Графский,4,8.6,161,True,34,"Улица Льва Толстого 23, здание 5, Хамовники, Хамовники, Москва, Россия",2016,False
575,Grand hotel Palacio,,8.1,88,True,51,"Волгоградский Проспект 42 корпус 15, Москва, Россия",2017,False
576,GreenHill,,,,True,28,"Ozyornaya ulitsa 52 стр 1, Москва, Россия",2017,False
577,Apartment in Grokholskiy 10/5,,,,True,21,"10/5 Grokholskiy pereulok 56, Мещанский, Москва, Россия",2017,True
578,Guest House on Tverskaya-Yamskaya,,6.6,39,True,83,"Ulitsa 2ya Tverskaya-Yamskayaя 40, Тверской, Москва, Россия",2016,True
579,Лофт Отель Н11,,9.0,553,True,48,"Хохловский переулок д. 11, строение 1, Басманный, Москва, Россия",2016,True
580,Hampton by Hilton Moscow Strogino,3,8.8,3330,True,25,"Улица Кулакова 20, Строгино, Москва, Россия",2015,False
581,Ханзер Отель,3,8.7,853,True,49,"Большой Головин Переулок, 25, Мещанский, Москва, Россия",2016,True
582,Hartwell Hotel,4,8.9,25,True,29,"Улица Садовая-Кудринская, 21, стр.5, Пресненский, Москва, Россия",2017,True
583,HB 3-Room Apartment near Tverskaya Street,,,,True,2,"10 Ulitsa Chayanova, Тверской, Москва, Россия",2017,True
584,HB Apartments - Smolenskaya Square,,8.8,6,True,34,"13/21 Smolenskaya ploshchad', Арбат, Москва, Россия",2017,True
585,HB Central Superior Apartments,,,,True,49,"1 Neopalimovskiy pereulok 14/16, Хамовники, Москва, Россия",2017,True
586,HB Pushkin Square Apartments,,,,True,28,"9 Bolshaya Bronnaya ulitsa, Пресненский, Москва, Россия",2017,True
587,Ампир Белорусская,4,8.0,981,True,49,"1-я Брестская Улица 60 стр.1, Тверской, Москва, Россия",2009,True
588,Хилтон Гарден Инн Москва Красносельская,4,8.9,899,True,51,"Улица Верхняя Красносельская, 11а-4, Красносельский, Москва, Россия",2017,False
589,Хилтон Москва Ленинградская,5,8.5,1875,True,80,"Каланчевская улица 21/40, Красносельский, Москва, Россия",2010,True
590,Легендарный отель Советский,4,8.3,1250,True,56,"Ленинградский проспект 32/2, Беговой, Москва, Россия",2009,False
591,Отель Хит,3,8.5,177,True,56,"Улица Коцюбинского дом 10, Москва, Россия",2015,False
592,Холидей Инн Экспресс Москва Павелецкая,,,,True,27,"Улица Дубининская, 33, Замоскворечье, Москва, Россия",2017,False
593,Холидей Инн Москва Лесная,4,8.6,3609,True,52,"Лесная ул.15, Тверской, Москва, Россия",2009,True
594,Холидей Инн Москва Селигерская ,4,8.4,807,True,61,"Коровинское шоссе 10, Москва, Россия",2010,False
595,Холидей Инн Москва Таганский,4,8.4,1237,True,114,"Simonovsky Val Street 2, Таганский, Москва, Россия",2009,False
596,Холидей Инн Москва Сокольники,4,8.9,7014,True,47,"Русаковская ул.24, Сокольники, Москва, Россия",2009,False
597,Холидей Инн Москва Сущевский,4,8.7,2695,True,46,"Улица Сущевский Вал 74, Мещанский, Москва, Россия",2009,False
598,Апартаменты на Профсоюзной,,9.2,31,True,56,"Нахимовский Проспект дом 56 подъезд 2 этаж 10, Академический, Москва, Россия",2016,False
599,Home Slava Олимпийский,,,,True,7,"46 prospekt Mira 3, Мещанский, Москва, Россия",2017,True
600,HomeBooking Apartments Kremlin,,7.9,39,True,36,"Крестовоздвиженский пер., 4 с2, Арбат, Москва, Россия",2016,True
601,HomeBooking Apartments New Arbat,,,,True,41,"Novinskiy bulvar 12 build 1, Арбат, Москва, Россия",2017,True
602,HomeBooking Apartments Smolensky Boulevard,,,,True,25,"Smolenskiy bulvar 6-8, Хамовники, Москва, Россия",2017,True
603,HomeBooking Apartments Tverskaya,,9.9,5,True,39,"Ulitsa Pervaya Tverskaya-Yamskaya 13/1, Тверской, Москва, Россия",2017,True
604,HomeBooking Riverside Apartment,,8.3,11,True,48,"Rostovskaya nab., 1, Хамовники, Москва, Россия",2017,True
605,Хостел Артист на Курской,,8.3,828,True,53,"Старая Басманная 18 строение 8, Басманный, Москва, Россия",2015,False
606,Гостевой Эко Дом Мякинино,,7.4,59,True,43,"ул. Вторая Мякининская, 50А, здания 1-2, Москва, Россия",2014,False
607,Хостел на Белорусском,,8.3,682,True,78,"Площадь Тверской Заставы, 7, подъезд 2, 3 этаж, Тверской, Москва, Россия",2013,True
608,Hostel Tsientr,,,,True,6,"Liusinovskaia ulitsa, 68 2 floor, Даниловский, Москва, Россия",2017,False
609,Hostels Rus - Akademika Anohina,,,,True,41,"13 ulitsa Anokhina Akademika, Москва, Россия",2017,False
610,Hostels Rus - Sadovaya-Triumfalnaya,,9.2,17,True,55,"ул. Садовая-Триумфальная, д. 10/13 стр. 4, Тверской, Москва, Россия",2017,True
611,Алтай Эконом Отель,1,7.5,1606,False,29,"Улица Гостиничная 4, Марфино, Москва, Россия",2013,False
612,Отель Апельсин на Выставочной,,7.4,36,True,33,"Второй Красногвардейский проезд, 6/1, Пресненский, Москва, Россия",2017,False
613,Отель Ажурный,,9.0,42,True,51,"Проспект Мира 3 Стр.1, Мещанский, Москва, Россия",2012,True
614,Отель Бонжур на Казакова,,8.2,201,True,35,"Улица Казакова 8-8а, стр. 1, Басманный, Москва, Россия",2013,True
615,Отель Калифорния на Покровке,3,7.9,307,True,64,"Улица Покровка 40Б, Басманный, Москва, Россия",2013,True
616,Гостиница Глобус,,7.8,466,True,42,"улица Ярославская 17, Алексеевский, Москва, Россия",2013,False
617,Гостиница Ин Тайм,,7.6,409,True,57,"Староваганьковский пер., д. 19, с.7, Арбат, Москва, Россия",2012,True
618,Отель Вознесенский ,,7.3,93,True,32,"Вознесенский переулок 15, Пресненский, Москва, Россия",2011,True
619,Отель Вояж Парк ,2,8.0,193,True,35,"улица Крылатская 12 корпус 4, Крылатское, Москва, Россия",2011,False
620,Отель Покровское-Стрешнево,3,7.5,591,True,40,"Волоколамское шоссе, 30/1, Щукино, Москва, Россия",2013,False
621,Гостиница Ярославская ,3,8.3,1046,True,64,"Улица Ярославская 8 строение 1, Алексеевский, Москва, Россия",2012,False
622,Отель Делайт,2,7.5,318,True,37,"Улица Большие Каменьщики 3/2, Таганский, Москва, Россия",2012,False
623,"hth24 apartments Moscow ,maliy Patriarshiy pereulok 5",,,,True,18,"Малый Патриарший пер. 5, Пресненский, Москва, Россия",2017,True
624,Hyatt Regency Moscow Petrovsky Park,,,,True,27,"Ленинградский Проспект 36 строение 33, Аэропорт, Москва, Россия",2017,False
625,ibis budget Москва Панфиловская,2,9.0,451,True,30,"Улица Маршала Рыбалко, 2/5, Щукино, Москва, Россия",2017,False
626,Ибис Москва Центр Бахрушина,3,8.7,2362,True,18,"Бахрушина улица 11, Замоскворечье, Москва, Россия",2013,False
627,ibis Москва Динамо,3,8.7,2390,True,27,"Ленинградский Проспект 37, корпус 8, Хорошевский, Москва, Россия",2015,False
628,Ibis Москва Киевская,3,8.8,2463,True,18,"Улица Киевская, 2, Дорогомилово, Москва, Россия",2016,True
629,Империя Сити,,8.1,928,True,94,"Пресненская Набережная 6 Стр 2, Пресненский, Москва, Россия",2014,True
630,Отель Империя,,7.7,106,True,37,"1-й Боткинский проезд, 6, Беговой, Москва, Россия",2017,False
631,Apartment Indi 2,,8.2,5,True,44,"Akademika Anakhina 58 k1, Москва, Россия",2015,False
632,Отель Вояджер,3,7.8,1932,True,27,"Дербеневская Набережная 7 Стр 21, Даниловский, Москва, Россия",2014,False
633,Inn Krasin,,7.9,64,True,29,"ul. Krasina, 7с3, Пресненский, Москва, Россия",2016,True
634,Мини Отель Квартира №2,,9.1,219,True,119,"Комсомольский Проспект 9 квартира 2, Хамовники, Москва, Россия",2014,False
635,Мастер Отель Останкино,,8.6,417,True,22,"Улица Академика Королева 10 , Останкинский, Москва, Россия",2015,False
636,Бутик-отель Сретенский Двор,,8.8,211,True,41,"Улица Сретенка 26/1, Красносельский, Москва, Россия",2016,True
637,Мини-отель Зазеркалье на Энергетической,,8.8,80,True,29,"Улица Энергетическая, 3, Лефортово, Москва, Россия",2016,False
638,InnDays Apartments Polyanka,,8.8,12,True,25,"БОЛЬШАЯ ЯКИМАНКА 32, Якиманка, Москва, Россия",2016,False
639,Отель Инсайд Бизнес Румянцево,4,8.0,1328,True,35,"Бизнес-Центр Румянцево строение E, Москва, Россия",2012,False
640,Гостиница Интерконтиненталь Москва Тверская,5,8.7,801,True,53,"Улица Тверская 22, Тверской, Москва, Россия",2011,True
641,Интермарк Экспо Апартаменты,,8.4,5,True,45,"Кутузовский Проспект 27, Дорогомилово, Москва, Россия",2012,True
642,Апартаменты «Интермарк Патриаршие пруды»,,,,True,48,"Улица Малая Бронная,13, Арбат, Москва, Россия",2014,True
643,Интермарк Тверская Апартаменты,,9.0,53,True,59,"Район Улицы Тверской, Тверской, Москва, Россия",2013,True
644,Гостиница Интурист Коломенское,4,8.6,3284,True,23,"Каширское шоссе 39Б, Москва, Россия",2014,False
645,Invite Hotels Max,,8.2,105,True,25,"1А Kozitskiy pereulok, Тверской, Москва, Россия",2017,True
646,Отель Инвайт,,8.4,67,True,32,"Улица Новомарьинская 12/12 корпус 1, Москва, Россия",2016,False
647,Invite City House,,7.9,84,True,15,"Mukomolnyy proyezd 7, Bldg. 1, Пресненский, Москва, Россия",2017,False
648,Mini-Hotel ISTORIYA,,9.2,7,True,27,"1 Verkhnyaya Krasnoselskaya ulitsa, Красносельский, Москва, Россия",2017,False
649,IZBA Кудринская Высотка,,9.1,71,True,77,"1 Kudrinskaya ploshchad, Пресненский, Москва, Россия",2017,True
650,Izmailovo Alfa Hotel,4,8.5,11456,True,138,"Izmailovskoye Shosse 71A, Измайлово, Москва, Россия",2009,False
651,Гостиница Измайлово Дельта,4,8.4,3791,True,39,"Измайловское шоссе 71, Измайлово, Москва, Россия",2010,False
652,Гостиница Вега Измайлово,4,8.7,6606,True,57,"Измайловское шоссе 71 строение 3В, Измайлово, Москва, Россия",2010,False
653,Гостиница Измайлово Бета,3,7.9,8936,True,96,"Измайловское шоссе 71 корп.2Б, Измайлово, Москва, Россия",2010,False
654,Jewel in City Center Tverskaya,,,,True,67,"19А Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
655,Гостиница Кадашевская,4,8.8,810,True,41,"Кадашевская набережная 26, Якиманка, Москва, Россия",2009,False
656,Камергерский,,8.5,540,True,73,"Камергерский переулок 6\5 Стр. 3, Тверской, Москва, Россия",2011,True
657,Moscow Holiday Hotel,4,7.6,355,True,46,"Mnevniki Street 3 Bld.2, Хорошево-Мневники, Москва, Россия",2010,False
658,Отель Катерина Сити,4,8.5,1208,True,39,"Шлюзовая набережная 6 стр.1, Замоскворечье, Москва, Россия",2009,False
659,Отель SunFlower Парк,4,8.5,2124,True,26,"Улица Кировоградская, 11, Москва, Россия",2009,False
660,Отель Катюша,3,8.1,1615,True,76,"Кибальчича 9, Алексеевский, Москва, Россия",2016,False
661,Отель «Кауфман»,3,8.5,439,True,51,"Переулок Посланников, 9/5, Басманный, Москва, Россия",2016,False
662,Отель Кебур Палас,4,8.6,655,True,63,"Улица Остоженка 32, Хамовники, Москва, Россия",2010,True
